index	V4-forehead-healthy-3A6	V4-temple-psoriasis-3A9	V4-forehead-healthy-3A7	V4-temple-healthy-3B3	V4-temple-psoriasis-3B2	V4-temple-healthy-3B4	V4-abdomen-healthy-3B7	V4-behind-ear-healthy-3A12	V4-eyebrow-psoriasis-3A3	V4-eyebrow-psoriasis-3A4	V4-temple-psoriasis-3A10	V4-abdomen-psoriasis-3B5	V4-temple-healthy-3A11	V4-eyebrow-healthy-3A8	V4-eyebrow-psoriasis-3A5	V4-abdomen-healthy-3B6	V4-temple-psoriasis-3B1	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_abdomen	GROUP_MEAN_DESCRIPTION_behind_ear	GROUP_MEAN_DESCRIPTION_temple	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_Body_side_middle	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_forehead	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEAN_DESCRIPTION_eyebrow	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_abdomen	GROUP_MEDIAN_DESCRIPTION_behind_ear	GROUP_MEDIAN_DESCRIPTION_temple	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_Body_side_middle	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_forehead	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_eyebrow	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_abdomen	GROUP_SUM_DESCRIPTION_behind_ear	GROUP_SUM_DESCRIPTION_temple	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_Body_side_middle	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_forehead	GROUP_SUM_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_eyebrow
746.533__10.06_1619	78961875.16254264	21371369.322489303	32136487.223302748	114425804.47687529	54432220.42885959	29099409.5	91382481.7367103	17520635.717424314	44895658.96341107	48555739.250988945	15430730.446658513	63357885.07508675	33720202.64609263	172463001.94091895	16933228.82581032	90603873.47867213	119102587.4873487	73368196.87583767	81781413.4301564	17520635.717424314	55368903.47261773	61434893.628423065	80343466.02622184	46361320.88922426	55549181.1929227	61434893.628423065	55549181.1929227	48009927.47508165	70711907.24528232	78961875.16254264	90603873.47867213	17520635.717424314	33720202.64609263	48555739.250988945	90603873.47867213	27545785.984290965	55549181.1929227	48555739.250988945	55549181.1929227	46725699.10720001	46725699.10720001	660313771.882539	245344240.29046917	17520635.717424314	387582324.3083241	1044393191.6831921	562404262.1835529	370890567.1137941	111098362.3858454	1044393191.6831921	111098362.3858454	384079419.8006532	282847628.9811293
746.528__6.43_4763	30278380.048212696	63331803.53761454	37956281.3804354	39904830.19689576	20909745.75931216	34586616.40650227	3.5738762636373687	24991116.026262302	104161835.24776448	38254339.086946495	39824986.22728985	3.5738762636373687	37488389.5	56208492.75010681	177553103.35604066	75904196.31653763	29263542.14439023	37479811.79986991	25301401.154763386	24991116.026262302	37901416.25314354	47683392.066591986	28652705.42448437	67726758.21650314	34117330.71432405	47683392.066591986	34117330.71432405	59162419.86665434	94044442.61021462	37488389.5	3.5738762636373687	24991116.026262302	37488389.5	37956281.3804354	29263542.14439023	48016739.48869833	34117330.71432405	37956281.3804354	34117330.71432405	39039662.65711817	80185163.99893564	337318306.1988292	75904203.46429016	24991116.026262302	265309913.7720048	810617665.1320637	200568937.97139058	541814065.7320251	68234661.4286481	810617665.1320637	68234661.4286481	473299358.9332347	376177770.4408585
746.488__5.46_5462	25926676.024704922	81939514.19883968	56141578.366402045	108463385.19478047	49200469.5	68517359.99988511	23195215.832332004	46230907.291238554	59327948.716723934	33433996.803441714	24066300.346437126	69387743.20826511	102982799.5817445	28783680.40912514	62180487.074635886	22583579.54569166	50380962.42404796	53647242.47176716	38388846.19542959	46230907.291238554	69364398.74939068	53690741.442252696	55961245.10071462	54868204.30277332	41034127.19555348	53690741.442252696	41034127.19555348	53739677.78404893	45931528.25098167	46230907.291238554	23195215.832332004	46230907.291238554	68517359.99988511	50380962.42404796	50380962.42404796	52779428.00398125	41034127.19555348	50380962.42404796	41034127.19555348	54854455.57038595	46380972.760082826	482825182.2459044	115166538.58628878	46230907.291238554	485550791.24573475	912742604.5182959	391728715.7050023	438945634.42218655	82068254.39110696	912742604.5182959	82068254.39110696	429917422.27239144	183726113.0039267
746.433_C34H64N7O7PS_6.34_1022	31269860.525557585	80983550.26121747	41440468.51042266	40415435.022091955	58559970.24779903	38296362.78916824	12599212.41147306	120378881.25204954	48655769.7428188	37932211.688421465	130347150.08882268	3191041.811522157	113617459.94990003	58662159.0	35995447.793905094	12990075.53328106	53975195.633293	52185546.11043824	9593443.252092093	120378881.25204954	73742160.57032749	54077073.662455514	31432470.492661215	78321578.72214188	36355164.51799013	54077073.662455514	36355164.51799013	56205042.15847497	45311397.056286335	40415435.022091955	12599212.41147306	120378881.25204954	58559970.24779903	41440468.51042266	38296362.78916824	69822854.63060874	36355164.51799013	41440468.51042266	36355164.51799013	51315482.6880559	43293990.71562013	469669914.99394417	28780329.75627628	120378881.25204954	516195123.9922924	919310252.2617438	220027293.44862852	626572629.777135	72710329.03598025	919310252.2617438	72710329.03598025	449640337.26779974	181245588.22514534
746.036__9.61_1709	15408180.382458808	47445184.85802312	18916333.20528188	81669521.38369028	94298594.21015476	36799844.99292269	29671967.636917856	20407495.602633793	41049030.282996796	58661139.5	9438283.017449046	29777683.806388754	47046372.16804189	145264726.14895535	130480315.2845057	28139942.722484514	122661122.03080384	47036042.69370968	29196531.38859704	20407495.602633793	62765560.380155094	56302102.19021818	60431239.54048039	62474068.35782572	17162256.793870345	56302102.19021818	17162256.793870345	66726419.12379025	93863802.80411446	29671967.636917856	29671967.636917856	20407495.602633793	47445184.85802312	41049030.282996796	36799844.99292269	47245778.51303251	17162256.793870345	41049030.282996796	17162256.793870345	53053162.17901156	94570727.39225285	423324384.2433871	87589594.16579112	20407495.602633793	439358922.66108567	957135737.2337091	423018676.78336275	499792546.86260575	34324513.58774069	957135737.2337091	34324513.58774069	533811352.990322	375455211.21645784
745.521__5.68_6027	29668662.190938465	36918018.56338497	56599238.00509255	33388926.680906933	34767064.52728126	55223802.08621319	50228577.42106912	21448105.222191315	106629241.23540407	42155757.45274452	28943986.25836986	39409380.50360959	69598850.45642439	33330493.12879768	36710349.71464524	37775039.0	66060179.46685698	43029077.13240373	42470998.97489291	21448105.222191315	46414404.00563394	45815039.52434883	45264709.95513386	46966850.253995255	43133950.0980155	45815039.52434883	43133950.0980155	48949247.21528706	54706460.382897876	37775039.0	39409380.50360959	21448105.222191315	36918018.56338497	37775039.0	39409380.50360959	36814184.13901511	43133950.0980155	37775039.0	43133950.0980155	38163699.53349728	39433053.583694875	387261694.1916336	127412996.92467871	21448105.222191315	324900828.0394376	778855671.9139302	316852969.68593705	375734802.03196204	86267900.196031	778855671.9139302	86267900.196031	391593977.7222965	218825841.5315915
745.051__9.42_4874	33520100.713707708	28522402.39381638	56593106.8971586	61821257.30846001	27210716.293624204	91570409.49518062	25173151.942589723	32534619.271940283	41934561.21557277	79014348.39858647	19888633.236737676	34824339.5	155297579.87837878	53580229.48988595	25031915.367541865	40147209.118971124	64494577.37009811	61137518.23514143	33381566.853853613	32534619.271940283	64115082.28232797	51244656.34660296	49320237.28984626	54475536.156557515	45056603.805433154	51244656.34660296	45056603.805433154	40115186.72199718	49890263.617896765	53580229.48988595	34824339.5	32534619.271940283	61821257.30846001	40147209.118971124	40147209.118971124	37234590.243756525	45056603.805433154	40147209.118971124	45056603.805433154	31673370.94690819	47757395.35272936	550237664.1162728	100144700.56156084	32534619.271940283	448805575.9762958	871159157.8922503	345241661.0289238	435804289.2524601	90113207.61086631	871159157.8922503	90113207.61086631	320921493.77597743	199561054.47158706
744.582_C41H85N2O4Se_7.9_319	34680571.642472774	36696827.61920459	36295871.34373702	51676392.330872566	46081448.486644305	34677876.274711154	89396265.56792492	16394350.510366868	101689364.1185361	58661139.5	22380182.977762178	45971653.409472436	34643175.2251902	76825027.7646377	52093238.53675978	74052461.17069484	49363448.15926927	49849110.203400895	69806793.3826974	16394350.510366868	39359907.29623633	50681134.97872097	55888506.48565564	49922913.28155717	35488221.4931049	50681134.97872097	35488221.4931049	51617162.85095608	72317192.4799834	36295871.34373702	74052461.17069484	16394350.510366868	36696827.61920459	46081448.486644305	49363448.15926927	44395033.07798219	35488221.4931049	46081448.486644305	35488221.4931049	47722448.322956786	67743083.63231885	448641991.83060807	209420380.1480922	16394350.510366868	275519351.0736543	861579294.6382565	391219545.3995895	399383306.2524574	70976442.9862098	861579294.6382565	70976442.9862098	412937302.80764866	289268769.9199336
744.559_C33H69N13O6_9.51_2654	35093594.43545199	8374978.381178407	43311279.5	66929874.614467226	46561756.59753953	34928155.466207296	319426512.675036	23489136.71539806	66187736.155630685	18862362.213550847	8406509.385391535	144489253.69307616	39275430.38332396	17225310.277644012	72847014.65385392	293310714.4353701	87299332.91386284	96998889.83365542	252408826.9344941	23489136.71539806	41682291.10599583	78001114.8527637	141849371.48507985	31833559.77074643	39202436.96772599	78001114.8527637	39202436.96772599	56628617.999260485	43780605.82516986	39275430.38332396	293310714.4353701	23489136.71539806	39275430.38332396	43311279.5	87299332.91386284	21175749.464474455	39202436.96772599	43311279.5	39202436.96772599	56374746.37658511	42525049.184590764	872990008.5028987	757226480.8034823	23489136.71539806	291776037.7419708	1326018952.4969828	992945600.3955591	254668478.16597143	78404873.93545198	1326018952.4969828	78404873.93545198	453028943.9940839	175122423.30067945
744.544__6.57_5540	42211939.5	30737132.07709195	25256118.760230795	43407870.71746976	45073849.18230794	34619721.09963384	27433277.483836055	29497527.471454397	27618455.131110005	126210880.77565175	20027784.530509178	25681379.072105266	70357828.33831453	59263298.878189385	103251454.9265136	29879669.617922585	100391719.60820463	40214139.09633904	27664775.391287968	29497527.471454397	49230843.65050455	49465876.892385036	43783926.68306858	58370545.266104355	33734029.1301154	49465876.892385036	33734029.1301154	59874081.91293679	79086022.42786619	34619721.09963384	27433277.483836055	29497527.471454397	43407870.71746976	34619721.09963384	34619721.09963384	45000215.477640666	33734029.1301154	34619721.09963384	33734029.1301154	37905490.629699945	81257376.9023515	361927251.86705136	82994326.1738639	29497527.471454397	344615905.5535319	840919907.1705456	306487486.7814801	466964362.12883484	67468058.2602308	840919907.1705456	67468058.2602308	478992655.30349433	316344089.71146476
744.454_C31H61N13O6S_7.44_2713	42211939.5	26415169.25584206	67345378.43466255	19237407.86985019	12184172.278082415	16934507.650476217	57724981.03967535	16131947.966690028	22479071.60832156	64099363.67061299	88870365.89343734	68692355.54538855	9598510.248798782	67957757.39360362	23296190.493080933	91095748.12954548	61680491.88486642	43137575.359255806	72504361.57153647	16131947.966690028	33560089.297336206	44467962.28605498	46792809.1996978	39856047.06629841	54778658.967331275	44467962.28605498	54778658.967331275	45964647.57870403	44458095.79140478	42211939.5	68692355.54538855	16131947.966690028	19237407.86985019	42211939.5	57724981.03967535	24855679.874461494	54778658.967331275	42211939.5	54778658.967331275	44047830.57035424	43697777.08184696	388238178.23330224	217513084.71460938	16131947.966690028	234920625.08135343	755955358.8629346	327549664.3978846	318848376.5303873	109557317.93466255	755955358.8629346	109557317.93466255	367717180.62963223	177832383.1656191
743.559__9.56_1875	13104092.651232755	5851204.8557332875	17274385.003542367	49706265.63060313	52304001.00109006	34254863.135157436	601984775.5516473	8358192.431855389	21007589.029740296	7576957.143101963	2643335.159491338	183297206.7082623	85023263.36523835	67884165.95154974	29360677.54136261	430036152.7193816	52628729.5	145291795.1600231	405106044.99309707	8358192.431855389	40344523.235330515	97782109.25758764	200601713.46373457	28463173.184759125	15189238.82738756	97782109.25758764	15189238.82738756	44333712.61734773	31457347.416438654	49706265.63060313	430036152.7193816	8358192.431855389	49706265.63060313	34254863.135157436	52628729.5	14682890.730797842	15189238.82738756	34254863.135157436	15189238.82738756	25184133.28555145	25184133.28555145	1307626156.440208	1215318134.9792912	8358192.431855389	282411662.6473136	1662295857.37899	1404211994.246142	227705385.478073	30378477.65477512	1662295857.37899	30378477.65477512	354669700.93878186	125829389.66575462
743.553_C38H78O13_7.23_3146	42211939.5	2403591.3487494485	36275880.88267469	31558371.90438279	34654538.318314426	17555513.48723901	89794027.95537919	20113562.50732794	90762175.92976318	86439477.32622135	38123406.47733432	37893665.6901183	33343160.044251386	92689532.1430703	18232517.95029491	90503700.75909957	89777720.82948913	50449521.02038055	72730464.80153234	20113562.50732794	35345186.05853721	50137222.53257117	55962505.56343178	47763427.9658766	39243910.19133735	50137222.53257117	39243910.19133735	49785886.73378564	72030925.83733743	36275880.88267469	89794027.95537919	20113562.50732794	33343160.044251386	37893665.6901183	37893665.6901183	35733283.26079285	39243910.19133735	37893665.6901183	39243910.19133735	38008536.08372631	88600826.62799227	454045689.18342495	218191394.40459704	20113562.50732794	247416302.40976048	852332783.0537099	391737538.9440224	382107423.7270128	78487820.3826747	852332783.0537099	78487820.3826747	398287093.8702851	288123703.34934974
743.544__10.03_3039	24551390.55975584	25345064.681306425	41275422.141169086	41019257.4149513	211908030.63107634	34565127.5881746	402340259.80136853	24681539.5	54874105.28159908	29815636.242568225	13436990.511824438	111138449.234262	22610322.028527588	42030088.67305655	94740119.29322247	98585267.40058021	56648232.73435444	81295408.34528708	204021325.4787369	24681539.5	57933289.37003074	78209723.74810572	136600660.68639535	38441733.2765131	32913406.350462463	78209723.74810572	32913406.350462463	74738328.57627669	55364987.37261158	41019257.4149513	111138449.234262	24681539.5	34565127.5881746	41275422.141169086	98585267.40058021	27580350.461937323	32913406.350462463	41275422.141169086	32913406.350462463	55761169.007976755	48452096.977327816	731658675.1075838	612063976.4362108	24681539.5	405533025.59021515	1329565303.7177973	956204624.8047674	307533866.2121048	65826812.700924926	1329565303.7177973	65826812.700924926	597906628.6102135	221459949.49044633
743.531__8.9_2499	71649600.41378005	9338189.10549719	24671453.409319296	82007424.8427562	67809173.38566093	40576573.09187793	48009250.000046074	22374319.413191993	74320979.5	37386394.13046796	5365754.836843754	211286378.76439363	23129290.42084963	59230621.99327577	18857869.253033753	132022530.7637942	28729512.166667424	55963451.594321236	130439386.50941129	22374319.413191993	36707988.26430758	56280312.67596799	87205834.71645664	31250427.331645004	48160526.91154967	56280312.67596799	48160526.91154967	56636781.39282058	47448966.21919437	48009250.000046074	132022530.7637942	22374319.413191993	28729512.166667424	40576573.09187793	67809173.38566093	22751804.917020813	48160526.91154967	40576573.09187793	48160526.91154967	33057953.14856769	48308508.061871864	503671064.34889114	391318159.5282339	22374319.413191993	256955917.8501531	956765315.4914558	610440843.0151964	250003418.65316004	96321053.82309934	956765315.4914558	96321053.82309934	453094251.14256465	189795864.87677747
743.428__3.87_4622	42211939.5	26688206.930214025	53941456.62480614	40336494.370958924	23605984.993139982	47575231.68569106	55027481.21511402	44941724.422241084	83228215.40656501	42330429.16148608	51011624.22213402	27841031.028951414	27150768.640374184	86328710.91156305	45069206.60267923	33259622.39736403	33809368.26185627	47863714.41867916	38709378.213809825	44941724.422241084	35739668.44348121	44962205.669125795	37350744.850439385	50843610.78715709	48076698.06240307	44962205.669125795	48076698.06240307	41698008.325878255	64239140.52057334	44941724.422241084	33259622.39736403	44941724.422241084	33809368.26185627	42330429.16148608	33809368.26185627	45005465.51246016	48076698.06240307	42330429.16148608	48076698.06240307	38069898.71167117	64148711.00462212	430773429.7681125	116128134.64142947	44941724.422241084	250177679.10436845	764357496.3751385	261455213.9530757	406748886.2972567	96153396.12480614	764357496.3751385	96153396.12480614	333584066.60702604	256956562.08229336
743.405__4.1_4934	57633906.507614315	45517183.11214737	92300025.58466107	92348834.67943789	43728492.92198087	67235020.02884668	6283272.082212183	44652688.506676875	58269256.43939882	36978850.52967789	111618785.19667499	4209186.635146771	134486223.63763916	58662159.0	27933569.08773893	2524032.6450357484	28169446.647725392	61791795.85245821	4338830.454131567	44652688.506676875	74729140.88920748	53679466.66133029	34928326.52005508	64764839.438744254	74966966.04613769	53679466.66133029	74966966.04613769	44553096.32131138	45460958.764203906	58662159.0	4209186.635146771	44652688.506676875	67235020.02884668	45517183.11214737	28169446.647725392	51893219.77577309	74966966.04613769	45517183.11214737	74966966.04613769	40353671.72582938	47624053.484538354	556126162.6721239	13016491.362394702	44652688.506676875	523103986.2244524	912550933.242615	244498285.64038554	518118715.50995404	149933932.09227538	912550933.242615	149933932.09227538	356424770.570491	181843835.05681562
