#SampleID	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6
646.402_C29H59NO14_4.22_3296	50235303.60032684	36845924.60120914	63286182.58674888	100411306.02591608	64724653.31773163	92841750.44274041	113077539.00107265	21992052.58832423	32246091.73812223	83113916.05338778	253917122.54660043	33721373.64245875	31933744.32538892	177876361.08315244	16846307.349469326	37704049.5	54387531.25136472	36629961.602254376	31122622.77502239	27146759.990991745	37754164.45682968	28444810.533401396	26359184.69702982	127592314.28576314	32581763.639431104	138062956.58907396	114119664.89624168	54422371.66318623	27240951.87540899	65486574.41777996	88231542.50328062	27934973.15324543	59264180.66294726
645.962__8.67_4943	16395841.405816892	35790962.80833173	35337575.88301962	22725044.90507867	107994026.54683843	41128789.5	29577615.75556483	226348914.1486635	45584552.87862683	22292164.90826438	55110986.06288386	17531307.317337085	64730861.90583362	49891826.96080858	28511347.21261373	58189154.99141924	20388847.38213788	24645075.29943769	49208896.11305561	93777764.64254472	37753058.78105527	19760566.728879824	76324369.89265901	18029059.847184904	19766071.065016	20918833.042287912	26683186.80947997	16855063.582711462	37976970.588128224	21283433.059889134	67213838.4493486	82571198.38053043	66470884.12658683
645.497_C30H64N10O3S_9.67_3817	33182572.72504217	24631408.554931674	49969554.81979732	77414938.24455573	57694028.99999999	37831591.15341222	97716597.58423014	56017262.09767374	50117118.756670795	43252151.69957633	68540427.2382302	89359922.07938541	115401109.41159464	36859370.38005564	48368980.24776012	103410332.47365545	50894616.99553651	45822374.48349395	25557983.33646551	23094808.53221386	23709054.73570258	26009275.49923504	112357112.84262308	61209536.10345995	61990961.08205687	33586638.392677344	19493377.121033017	26575993.44084733	37870967.94116842	70366949.65839425	37730348.41144688	34345502.53522007	37266981.80691017
645.493_C36H70BN3OSe_8.51_454	46480969.0	93384999.49324414	5759599.1416163165	103911082.70242664	123620726.53936008	17798896.86947891	21413137.300090536	131040585.04403298	30545118.61908664	121329990.8436069	9557695.97652572	104863349.77296963	2178343.978966771	4359718.081699188	2353102.7880054507	32439333.439676195	111066780.8314056	14146592.94441225	39232340.28939498	15563212.143570006	29765254.47028524	76983212.30910693	156479846.82834095	86125582.78023377	78829972.26552103	121846333.17118806	17842608.407806028	17253645.33985942	108929547.54547916	5126027.23167871	45439720.00933105	62485818.94606344	126301469.06657696
645.466__7.83_2226	119369434.96550712	11342040.754024595	25018584.65959429	17829885.78444659	57694029.0	125689161.61535788	65921813.47987998	62730380.79369772	36170248.73872377	155795511.26736614	51063774.76172685	40462784.40967546	40220785.45040435	16563804.564044762	29832341.28658412	39355222.28637168	813034347.2834734	43549557.821365	69635328.55501845	20351033.59269579	40815244.28799136	48604463.55483669	595201881.0578207	10251604.354603728	43607084.684771694	80741508.46140105	14367555.28411642	44188999.66945603	785363019.5180997	23829048.73420798	30144413.53552655	20193788.309770856	406864120.09204066
645.417__8.8_3743	7772175.610843368	29450797.43559616	20594962.72847155	40807517.97793642	57694028.99999999	69351778.69897808	36533408.497443385	51192441.36323182	45841479.08183368	52845326.27536178	75980364.5879021	36641719.82460977	32621955.900977865	33490844.01854015	37290233.31693986	97955309.09332705	57628547.93428192	14849410.988223445	51476765.07584419	227152003.8291793	69400104.35936846	141616049.57715246	91282837.5291357	5986053.533577861	124024177.19951862	57060074.3473177	4099325.888450428	51338226.99045377	17837823.702290755	8347905.913162108	13745459.600430986	101480317.86067402	81122123.7603549
645.272__4.28_5126	56392566.86944229	41832349.0	73899966.74885902	34914892.90275972	28762938.498999603	109642372.27182244	33826993.19941518	21867836.39336324	52291282.44757753	62615026.84742234	240680807.81809208	55499580.12007421	23769461.25059045	163004898.3793074	24217390.54741859	34626796.93292013	41734464.52346484	32631204.93852243	39545848.00057256	25440747.20660919	36564880.16376735	39181300.20326559	43371837.23294035	41141861.57825707	29255562.71034713	64289713.92961174	45400816.45917092	60271481.02288462	22527801.89321727	104649806.5644331	137551994.02526203	158228034.64205584	28698836.582123093
644.955__8.47_4885	32727480.44928449	19454978.41202836	30306301.422238585	42191096.80733316	58626134.76543617	58334550.68793105	19669427.46707381	55875945.2002834	20224369.28968948	84908054.94698864	53719617.06459853	19800811.296538096	37066276.56047173	18336223.91319969	41391706.07858691	218587088.18883795	38375488.70985384	24410789.5	76461473.31449035	193460566.53199947	39075050.54921979	87094764.37068291	246784796.5133821	39212628.65352234	44116538.23863861	29868076.03829912	16595896.755363507	39429881.43296827	31814705.1496961	16784267.913339853	20912846.63723957	51048580.55144485	172721159.5902314
644.92__7.84_5018	42323639.29779023	73094377.05186717	17897187.940268844	24763026.81294692	74252810.32959415	67234294.73614128	58328939.5	33700027.86693256	35725172.44771988	54101843.61448664	75050849.295949	37738504.16346342	79474075.22051811	58271109.03443597	17816284.29915835	57307089.12146228	45980370.14631213	40533249.92786394	43972397.67315658	77887980.82179864	73348981.30935037	32948339.10674406	28860723.00830536	44431822.63335173	18885772.389589265	75074995.3929345	26583339.96180791	58223471.32254278	64607573.83370096	29119726.24368861	26427342.549179293	31782931.83966334	57590233.08922383
644.493_C29H69B2N6O3Se_6.64_382	39846801.29125465	56310572.03624628	21091764.61179899	45497170.7329558	57201332.60370391	35301478.141616724	60942907.07272136	49990255.86900103	35122578.55396977	89506772.74291739	41795287.14159172	59169656.90183033	43978022.09605064	23160847.367974546	53334294.78664433	67011056.44722491	66692863.8036635	23349186.51877528	28464704.56970757	82002958.22290133	71445298.36201175	45472444.90764015	95020286.62000711	28977454.00374058	50226173.52589632	87231364.06831436	12927659.916076152	59821074.65756456	50134554.43207827	36791108.20031519	43131639.5	41007311.90396284	64100711.02843768
643.512_C32H64N10O2_9.16_630	36761794.85041416	60430705.59698159	26809350.172947086	49305279.5	82855989.51719196	28923373.925984405	38774749.39775252	88774635.67648114	49325788.45120485	58502339.17720871	73189453.82091512	37137380.65714989	55182509.69976667	28690455.554623894	17920803.22846695	43377487.8479	48109872.27435183	22880960.746165525	44830939.96674112	23813396.55873107	81623206.99914198	73430877.44202538	74477580.1528856	21445718.884296626	62851217.01899283	74123525.92031321	13840737.73378781	22862558.938848834	39427969.49911383	58090981.56888988	74345747.4753299	40386736.726624064	58244740.72425888
643.476_C28H58N12O5_8.8_2138	21384604.478244863	25965153.38788684	40840562.22613378	55126156.66871448	64390483.96290813	50296409.98851729	24271742.50553255	36200729.0	80006008.25530821	93597700.02977268	44761158.25671177	27686311.4730448	109842961.31453373	29342410.618116245	25080534.4767021	32851476.037389845	75547240.57078646	33413283.29320425	56607336.84988726	16975325.361013327	36095718.74089298	65013758.43197235	150635959.36920342	31906021.80412209	46949743.47134213	43022452.26662871	56327496.66609144	11187460.774119323	26700101.69563517	98080450.8563068	41212688.678723454	18452572.01967281	23699509.04546605
643.462__5.18_5887	38434744.683375895	77505623.37225573	32673408.95859482	68463837.07421246	47110094.12092891	35484903.93723301	52941666.77986347	40232346.14683041	35080031.55864126	91910607.99916276	42758108.76492901	72113693.28064165	52132993.27884004	28105918.56853025	31610703.63245885	51425772.05962958	24265148.18132494	24540888.55615635	35147189.23181449	27689329.625927813	32194177.95174497	36084226.122313015	47394294.0567373	36749557.86297765	41317816.86732747	38537839.87822358	37039325.44851477	34610120.0	38311675.12479043	17161614.95709663	50305804.96924289	48490434.1042814	26886608.081775744
642.926__8.23_409	87557920.83800791	44813547.09914624	26403967.189513475	42803434.63282498	78791693.95041344	57307786.66439845	40520257.62980594	84718231.35069211	38101748.81454163	103910652.58546486	43867549.25852496	84491370.3887497	58939474.616388	27439611.28978871	13196757.66527818	43943101.35851868	247204133.25768024	20130914.348678444	40611959.8325614	16101747.734950405	58840527.83500986	43103910.00079276	236516276.31906566	32674509.28288875	38225519.5	73746994.91253449	9455487.213175058	25246790.0412225	252570515.64555687	37680722.77597195	30971376.11426053	31411472.32697413	121355651.57580012
642.514_C36H75N2O2Se_7.61_451	43849141.54773787	52724713.31207389	19801338.163276054	37655288.53413241	63489768.89857134	26999700.28383026	73691198.53386699	43443452.94234441	38707099.5	61456780.42256501	56532179.06507034	52734847.65808576	44747497.18851131	23373839.33163116	29195129.51670755	57703095.57589705	45851299.92146064	18710006.96899154	29607839.875329744	64875806.06383026	105113173.24361151	44380608.81834876	70730872.42605264	32470222.62288745	40872265.54909888	61387759.7099805	10507485.711355766	34843016.31707621	39846024.14524464	56613004.7990047	70567051.76889253	36940527.07083132	84526819.76571791
642.478_C29H59N11O5_6.98_2437	44881704.2393032	17603851.302549686	35857788.96905139	39587411.820537105	56271714.99693024	41128789.5	74523637.76390868	49340900.43731162	28256167.748062786	45152159.5705257	22600040.871036585	33211593.22532453	25835015.38691232	29193775.45225233	30683367.73004485	59814900.46671238	37052729.58777134	60062328.37481189	60871676.54669434	109657290.25454909	110340456.62227675	76523575.30666463	57406312.37024685	49759777.44625203	41726419.80319449	58702892.17724612	14580097.87085292	26597022.91734901	17704523.222167354	26689338.62929915	58954703.47807208	50658488.38451789	74902772.0121292
642.477__6.29_5606	57718892.23353707	36711584.55967049	36942630.00752704	134164802.77556232	51850931.69515401	30918294.5077885	49578266.26553922	36200729.0	67795842.29496615	194850812.8188145	54499990.05546562	89491385.21084008	34306673.6660745	45042283.80373406	55861147.83856733	53214812.31245702	33384151.50692335	34595164.43263969	33095654.25741959	157109607.95474213	40690812.25669771	39249648.5286481	32685673.221968297	71969428.49045683	54004952.86591691	31597187.835309993	37743143.26270612	41633950.16051576	46579907.17483363	42732159.95503581	35215322.33667622	71297925.71291028	55006696.53444842
641.537_C39H68N4O3_8.66_234	46107457.75069851	11670988.541045293	71086384.64052483	47339708.91965834	325613499.6141689	104913269.99083932	60498774.44278874	61258607.79178378	51409680.23050839	350463495.52002573	64570853.95554565	72602841.69361594	58358583.51480833	7719729.152851064	17249489.321311425	97547285.9727366	59429968.16902553	4268485.645635615	15405586.78178388	2980897.334619957	19275493.82309899	52665725.72050747	113708539.5010672	43969518.11272297	9201718.35119662	96349183.89624768	47482876.9458068	4474244.038959162	419322759.4122386	48235519.0	12238611.14491092	6709094.562829393	19119609.45706968
641.532_C45H68O2_9.78_4429	47008175.02253097	57181375.84565842	34518769.889633805	38280640.10232781	57694029.0	134000132.38582112	63870838.70918263	69695221.4138596	37080520.86094185	28756374.80394267	26900267.52447734	40008605.20108217	29614690.50985676	29199784.19705514	27329576.85747437	45095851.26527534	42669389.3526304	39787494.00828916	35932654.78351311	24931622.991698965	2249250.132095812	33919405.587157145	35794976.81012104	73674726.22826497	24527345.11448982	33138463.89904455	53294750.64527871	72997684.94790687	57526551.67447949	75858621.41458443	49193366.48066802	28308192.547930963	26862923.96970172
641.494_C23H60N16O5_9.31_3732	34768146.99770465	32351895.29929749	24114234.685019	77069092.74191341	38445763.76835098	60805911.22257169	27828975.37466932	60501547.28205569	37399508.64506813	46191387.28760206	104535801.62770456	66948812.29835536	27703447.269105706	34524362.2466354	10583349.137816073	36834494.341773696	105984384.77653766	25230237.43134796	33154921.877854694	15690695.130240712	73416364.98181546	92886947.08136465	77695728.50988495	38409292.29080576	72628445.68523607	71343429.6101165	15337070.228483967	13194976.062155422	29919985.005879857	48235519.0	99793594.49768029	17920479.059731532	82682601.18694781
641.481_C33H68O11_6.89_1159	49126340.85158849	52077790.52992185	14862140.460891813	50179793.21778154	47087855.47710539	45384958.53556398	59366959.17923111	27087764.91347714	33245501.51554664	57564980.17944345	46212484.04212926	45796852.86380605	29138119.35846721	62903683.60611379	53403603.84812015	41855569.82248517	47080137.21575493	32747730.31137755	35011872.742893256	71973594.81809384	82056751.6394645	43654430.10620389	78950532.87160936	30825109.16529656	38225519.5	58754029.94513667	16741077.145201435	47260607.66683762	39966940.43787497	33281748.17604569	46495827.24987439	48728389.87659133	73895362.80461712
641.474_C36H60N6O4_9.84_2779	24061901.47888026	23077112.38298972	14013931.356661307	13951449.69751349	97585597.14784852	41404324.12088173	49055552.026866	49015857.36672943	84410383.46765476	28353362.57820517	106598639.47282688	13587514.117672104	104016405.05923226	20237373.925280087	14057770.767419316	25265157.27602844	69807915.78156285	26926362.369812027	62794797.79608729	9642405.36097077	90174892.58960073	19933875.93043643	35375172.67175709	26790353.38240433	38225519.5	106428048.29300947	25171070.52398117	10675434.241627105	80949808.83976862	83637962.62937622	153789747.55495244	45854982.900518395	25603220.11740914
641.445_C19H52N20O5_9.04_437	29487792.95622045	37087213.51497172	41606177.70492397	45763314.65111157	54710767.22829905	50721625.152210794	34142970.16761345	9804276.896320136	56341193.11348022	60533829.5	86989584.16649032	35336472.48502562	38225538.89359088	25512443.17285678	29808389.63600286	85456675.88245167	50332471.69835566	26102612.60729229	68336206.88254698	284017982.3542061	57817532.03533702	123746310.09773824	101305309.93574908	14333103.89013725	107092712.87122272	53649340.79359221	8065752.923717777	43527499.42568797	32626077.005397435	37180838.44804444	40287651.70349018	104257526.25993024	64966905.32162196
641.438__7.6_1922	19257141.93276045	50033714.56340764	76392155.20246953	44487435.5206619	57694029.0	55340018.20203101	103584851.34545615	26244132.717102166	103538939.08810888	37946654.892141454	28907094.80076763	21372706.22420365	49891651.4191325	18332317.53990976	28683388.136297394	34858618.48012381	27182439.38354906	136457639.0679762	141106575.66835868	136200375.01157373	17025430.638809346	43789012.95187353	112857392.50679708	33229957.88701192	40285952.39816139	58971192.08552216	72764892.60296114	39374195.83821998	59310321.12886178	13951498.161418278	21966145.78648788	46841005.97540104	43117372.964913465
641.405_C24H48N16O5_6.34_3512	37172290.65962755	95551634.98905358	84995739.97548433	17996407.440522112	52511416.911845095	26508049.58069572	41972229.117942855	28262497.72654593	19791389.21535405	40944378.15433175	64523861.43732669	27317705.44898666	311399676.4850107	30695841.61068063	93526701.84142976	24307755.82870905	106078487.42206664	55079848.57992301	57892074.36676109	64996013.34435964	216675111.86137143	44530628.49734918	34610796.94134918	15171099.23098144	27229076.952965155	43030760.45147027	68791129.350998	66605642.01051406	86703375.19468461	90111919.86652258	111480144.38671352	38192982.64923397	63843239.5
