index	V2-arm-psoriasis-2C7	V2-arm-healthy-2A11	V2-arm-healthy-2B3	V2-arm-healthy-2B12	V2-arm-healthy-2B9	V2-elbow-psoriasis-2B6	V2-elbow-psoriasis-2B7	V2-arm-healthy-2B10	V2-arm-healthy-2A5	V2-elbow-psoriasis-2A9	V2-arm-healthy-2C4	V2-elbow-psoriasis-2B8	V2-arm-healthy-2B11	V2-arm-psoriasis-2C5	V2-arm-healthy-2A12	V2-arm-healthy-2A3	V2-elbow-psoriasis-partial-2A7	V2-arm-healthy-2A4	V2-arm-healthy-2B5	V2-arm-healthy-2C1	V2-arm-healthy-2C10	V2-arm-healthy-2C3	V2-arm-healthy-2A6	V2-arm-healthy-2C11	V2-arm-healthy-2B2	V2-arm-psoriasis-2A10	V2-arm-healthy-2B4	V2-arm-healthy-2B1	V2-elbow-psoriasis-partial-2A8	V2-arm-healthy-2C9	V2-arm-healthy-2C8	V2-arm-healthy-2C2	V2-elbow-psoriasis-2C6	GROUP_MEAN_DESCRIPTION_2_healthy	GROUP_MEAN_DESCRIPTION_arm	GROUP_MEAN_Sex_male	GROUP_MEAN_Body_side_right	GROUP_MEAN_Body_side_left	GROUP_MEAN_DESCRIPTION_elbow	GROUP_MEAN_Batch_2	GROUP_MEAN_DESCRIPTION_2_psoriasis	GROUP_MEDIAN_DESCRIPTION_2_healthy	GROUP_MEDIAN_DESCRIPTION_arm	GROUP_MEDIAN_Sex_male	GROUP_MEDIAN_Body_side_right	GROUP_MEDIAN_Body_side_left	GROUP_MEDIAN_DESCRIPTION_elbow	GROUP_MEDIAN_Batch_2	GROUP_MEDIAN_DESCRIPTION_2_psoriasis	GROUP_SUM_DESCRIPTION_2_healthy	GROUP_SUM_DESCRIPTION_arm	GROUP_SUM_Sex_male	GROUP_SUM_Body_side_right	GROUP_SUM_Body_side_left	GROUP_SUM_DESCRIPTION_elbow	GROUP_SUM_Batch_2	GROUP_SUM_DESCRIPTION_2_psoriasis
761.501__9.87_2943	27017326.194974557	41832349.0	43711160.430840105	26195251.988026947	63837677.720943764	55142757.01919751	36844743.38783214	33965066.78794121	58093882.50828767	57008307.56996617	79039294.78340177	30509486.280125078	49683506.519279644	19223976.67952528	23224412.77774458	85378728.08328158	55533039.857087985	9806198.59269613	59071683.33716103	210311107.6694284	74669052.3175657	124511000.42667386	93315118.422786	3846510.4339981386	106587544.11512394	58502490.49354088	6716058.016044141	38271942.7663553	33172780.550297324	15471283.41602714	20229613.419968534	96126963.67436962	64134140.00549777	59299800.31338892	56486123.09907638	54575286.522605754	57264375.48470984	51348379.76808085	47477893.52428628	54575286.522605754	43708904.80380447	49683506.519279644	46697333.475059874	49683506.519279644	43264124.9535559	55533039.857087985	55142757.01919751	49683506.519279644	45993750.20351483	1363895407.207945	1468639200.575986	1800984455.2459898	1030758758.7247771	770225696.5212128	332345254.67000395	1800984455.2459898	437089048.0380447
761.038__9.24_5266	31169840.05210339	75640800.22545402	34974946.577279754	57098315.54123929	44680140.380671136	35763927.53421781	60474005.89300431	57963123.32875036	80460223.8833547	35834499.00051029	30403054.15748258	74030856.57543012	32814156.410214934	29202161.646992635	32313524.28223447	74055999.57486463	40647314.66441402	20046286.684727177	42329349.5	99482092.47403412	29239717.01323656	221226644.03010193	39532035.6583276	79903099.57310052	25154138.738039356	53291382.965945765	110387395.05834445	47970058.09512482	22466936.91192833	111174625.55329657	37648057.18440392	34072579.44520206	51463582.38680285	61676972.320412375	58932067.23209718	56148935.48487377	62100554.39890473	49006992.78803662	45811588.99518682	56148935.48487377	43434450.76313496	44680140.380671136	43504744.94033557	42329349.5	48071861.383737	40647314.66441402	40647314.66441402	42329349.5	38240906.832462154	1418570363.3694847	1532233748.0345266	1852914871.0008345	1117809979.1802852	735104891.8205494	320681122.96630776	1852914871.0008345	434344507.63134956
761.035__8.54_5258	53728820.57454148	79547458.51930657	39316974.758567065	25793860.884221353	27372069.277858168	21435998.643888798	63357593.781428486	67644925.50110383	20369238.05647644	137853865.56607255	25864052.966679633	62978475.310986035	113472097.45430674	31159463.474454693	82341404.61114316	84678113.92746006	19712332.896733448	17053491.333910093	77652072.61439563	22956327.336744443	31393794.699012496	19750505.341190867	41899525.5825874	33930389.0	82700758.29076804	30568411.619459685	23911061.495928664	64464824.80866901	121856565.3946222	17821749.42986535	18878079.351986654	26613155.460575394	23109301.402661234	45453301.33490248	44649331.78350819	48823841.19295775	38181147.77175031	61595073.29840665	64329161.85662753	48823841.19295775	56576082.86648486	31393794.699012496	31276629.086733595	31393794.699012496	26992612.36921678	64464824.80866901	62978475.310986035	31393794.699012496	42444142.02449809	1045425930.702757	1160882626.371213	1611186759.3676057	687260659.8915056	923926099.4760998	450304132.9963927	1611186759.3676057	565760828.6648486
760.995__7.23_5348	42037689.73675894	52547342.713334344	31478966.7000959	31380950.718128286	167748545.24285275	24890538.22520399	136522826.39773995	24847503.646546237	35565590.58513708	36749874.997619644	25161514.19851051	107310381.00456402	138509747.08159217	25510401.67548587	35401852.28922484	43587401.564552635	1769216458.8142176	31020831.689030707	42329349.5	29550922.994736966	37729975.703863546	27248927.717140462	1109929876.346051	31739656.936195754	64596788.28377656	51348995.215326115	31430251.320601594	52739816.04864979	59698176.38238816	30124205.06042776	31843933.030635696	43799861.151302405	565155505.7094803	93491904.80532117	87277342.1980753	150568322.99033853	84506282.56839809	229842771.49666706	385649108.7901734	150568322.99033853	281844084.81587845	35401852.28922484	35483721.43718096	37729975.703863546	31791794.983415723	43587401.564552635	107310381.00456402	37729975.703863546	55523585.79885714	2150313810.522387	2269210897.1499577	4968754658.681171	1521113086.2311656	3447641572.450006	2699543761.5312138	4968754658.681171	2818440848.1587844
760.577_C41H85N2O5Se_7.25_922	37026562.48436559	45219240.09416143	19390944.386489894	47222130.95417299	77903308.33753377	33417140.04160596	79860723.7827185	40632672.84355187	31006932.809329987	78782632.89475255	50800683.80626853	51818042.30962948	43776939.5	24445761.521941967	34632372.607902475	57645758.05256077	55092096.830588326	22811306.5345416	29913365.14862429	90370800.70800957	86651581.56272548	53855211.68939387	82785378.19386388	33455151.080070637	47222035.26551529	69597893.78875555	7117702.470126288	46743383.57736422	39080229.31588519	45692679.14681591	58936259.581428885	36361874.85804531	79412169.23482376	47397726.66123899	46969920.423213854	49656998.95192617	53979982.969061226	44469418.131364115	59637576.34428625	49656998.95192617	54853325.22050669	45692679.14681591	45455959.62048867	46743383.57736422	49011407.380220756	45219240.09416143	55092096.830588326	46743383.57736422	53455069.570108905	1090147713.2084968	1221217931.0035603	1638680965.4135637	971639693.4431021	667041271.9704617	417463034.4100037	1638680965.4135637	548533252.2050669
760.504__5.71_5504	63689467.03989261	62856746.49980394	29084650.000000004	33309465.040902514	30469970.627280623	50942538.69904147	42209592.425472036	114804559.55185604	44107839.86497461	53866859.60408456	45024528.98000992	109446329.60851283	46506794.16891476	88535044.49957865	32669882.947147056	43750088.695087	52440037.26734755	33170482.572025314	37267033.73800454	53208408.709866956	36830348.89048031	33023987.97201783	33332623.423737414	30416892.40739577	35739513.45506716	40563577.79146531	42968741.26589002	56664627.105175495	44613372.50958153	40778480.506362274	52809901.145460226	53015055.78441511	36907561.37318987	44426548.84138586	46715335.10318505	48637121.3384861	53440495.96836943	42873071.78262611	55775184.49817569	48637121.3384861	58321438.08181665	40778480.506362274	41873610.886126146	43750088.695087	45765661.57446234	42968741.26589002	50942538.69904147	43750088.695087	51691287.983194515	1021810623.3518748	1214598712.6828113	1605025004.1700413	961928927.4306498	643096076.7393916	390426291.4872298	1605025004.1700413	583214380.8181665
760.45__6.6_2884	11008335.606334588	69240332.48365168	18581391.37463898	40360023.29900267	57694029.0	34794775.30928869	42041679.01531531	33683468.170552686	41857817.57013381	83683281.32981066	40873591.36946419	23466386.2479001	44578704.998363286	10807818.348540772	40743401.97022026	74653954.25461178	68659432.34754504	26234422.524860732	32030272.083488245	54134749.25748234	60532317.30626726	59480565.97117003	97329104.8349976	37631901.97608476	48079563.68691079	96829936.79161048	16968928.229411557	61684663.93058963	49578697.33910814	30876968.7199903	30036769.948765196	38041917.954630114	13523069.943048775	45883863.51805599	45152882.75622208	45143099.187690616	36864837.35790006	55077013.38343929	45106760.21885953	45143099.187690616	43439341.22785025	40873591.36946419	40808496.66984223	40873591.36946419	37836909.96535744	49578697.33910814	42041679.01531531	40873591.36946419	38418227.162302	1055328860.9152879	1173974951.661774	1489722273.1937904	663567072.4422011	826155200.7515893	315747321.5320167	1489722273.1937904	434393412.2785025
759.593_C33H76N12O6_9.91_3615	22847039.529609527	44135196.07777071	41894094.89039267	62864623.899833016	49920761.085104674	23203998.110985707	16587861.118886815	74892959.32656923	43618795.22677533	39531100.22393876	88235615.60318476	11099826.88676184	56565854.82341532	20507789.746140912	12292901.005350882	42116316.96755925	54779001.10091189	15317675.723784387	60267921.839465834	17485990.067521133	80390361.2384058	93360093.50259511	85770434.32464467	14868490.908182839	45954266.15532527	64020989.99999999	6891929.188346028	23092878.06412969	29935109.30478004	61865056.718692996	83080989.55574904	44320294.83204433	71685422.46121891	49965369.60977578	48329973.85771512	45557625.439638704	49654612.74527234	40641240.67287836	35260331.31535485	45557625.439638704	35419813.84832344	45954266.15532527	45137280.4936848	44135196.07777071	53243307.95425999	42116316.96755925	29935109.30478004	44135196.07777071	26569553.707882874	1149203501.024843	1256579320.3005931	1503401639.5080771	893783029.4149021	609618610.0931754	246822319.20748395	1503401639.5080771	354198138.4832344
759.549_C34H74N9O8_8.73_3715	28447921.450559497	34524573.47525707	35248367.96594407	38041581.57038316	89608105.2795735	41082668.556946054	30594820.473256126	46441579.38399607	40722248.76349626	27147001.5175709	147748148.75790146	46087529.0	42165129.628061794	66056627.551771075	48075701.711360805	47106679.351804286	91842490.08041282	69344327.9387214	49189326.03182777	16676012.975976028	58878002.674727276	123300554.98030171	67576138.62229523	25369304.047152042	37043149.17449648	66295214.733980276	45515562.30854425	24113449.759861935	33376781.678523004	69366254.31128651	30620246.545982186	36677124.48008423	25746673.06111229	53189198.684305884	53236589.74905178	50909978.72252023	53494904.70717061	47808067.54093978	42268280.62397445	50909978.72252023	45667772.810413204	45515562.30854425	45978570.84627016	42165129.628061794	41623899.09250392	45515562.30854425	33376781.678523004	42165129.628061794	37229725.11773453	1223351569.7390354	1384151333.4753463	1680029297.8431678	962908284.729071	717121013.1140966	295877964.36782116	1680029297.8431678	456677728.10413206
759.546_C45H74O9_6.62_3061	8008033.878386122	45295070.615096726	25366916.879345164	59763777.34759022	61030291.68420335	33409274.358820662	66555897.199737184	35421553.593983166	36400041.66087881	109577262.64315017	26940457.200646803	31010742.0299911	44558916.32485238	8441683.746325472	41547702.22480128	41018625.42346523	63351188.60384889	31632337.869239554	22303750.57668519	73430208.80470079	55658858.6318027	44013729.39810902	67488290.04331383	33930389.0	46213241.588974	68013085.08982599	6228112.608454282	49739328.01128631	71895989.60080713	29499770.429939292	35311790.37888346	29224468.605617654	45930964.29361497	40957288.213124745	39480016.60063103	43885204.55595081	40118933.717066914	48404729.5626115	60247331.24713858	43885204.55595081	50619412.14445077	41018625.42346523	38709333.542172015	41547702.22480128	35366671.98643331	45295070.615096726	63351188.60384889	41547702.22480128	54641076.44873193	942017628.901869	1026480431.6164068	1448211750.346377	722140806.9072044	726070943.4391725	421731318.7299701	1448211750.346377	506194121.44450766
759.545__5.81_6032	30960019.56457914	39512769.55727937	36793058.90646659	40888269.789788924	57694029.0	36972670.26246438	47388728.69115059	73067035.44015753	70899433.56101514	117363556.06482272	52357246.11142469	46060945.425305665	68514054.57499683	47343045.56240937	36255656.34747315	23930129.184393093	49425382.69783955	48411279.819412924	43493146.82246453	39609150.00748837	77956225.35896507	32891852.69367695	52585661.75513078	51492082.748620115	74363364.62027155	31430618.370242096	83893936.9518262	36934183.79099061	38547486.611468144	32807362.372866347	22316990.63544014	39104593.93095801	80982255.46840411	49381370.173091605	47904046.056859136	50371097.657569475	48800364.3132609	52255977.67073976	59534432.174493596	50371097.657569475	52647470.87186857	43493146.82246453	42190708.30612673	46060945.425305665	46701995.49385752	43493146.82246453	47388728.69115059	46060945.425305665	46701995.49385752	1135771513.981107	1245505197.4783375	1662246222.6997926	878406557.6386962	783839665.0610964	416741025.22145516	1662246222.6997926	526474708.71868575
759.536_C31H70N10O11_4.82_4253	56394309.288920775	30000802.074316412	61131231.22783458	26198942.063623227	64336109.99368763	41128789.5	82559779.5511464	52434458.778124265	37545677.87939295	67202218.55405349	63390965.053790584	63192002.95024491	25890850.59534774	53044236.154234625	20577733.00553529	26209834.51429449	37577156.06252549	30778667.951817535	20327411.498113517	169035844.80694127	84863577.83695096	77794677.14352347	34141237.4255536	37931905.19335521	26098906.396242816	42426295.2260383	26450063.016965825	26530512.25928599	38662403.90004737	34888314.64202889	35205195.01889647	49403159.70783065	48688255.19313162	46137655.56884581	46655035.336640276	48243682.55950898	59243409.63732104	35044010.066134505	54144372.2444499	48243682.55950898	53087544.6380343	34888314.64202889	36375436.449144706	38662403.90004737	52739347.466179445	30778667.951817535	48688255.19313162	38662403.90004737	50866245.67368312	1061166078.0834537	1213030918.7526472	1592041524.4637964	1066381373.4717788	525660150.9920176	379010605.7111493	1592041524.4637964	530875446.38034296
758.561_C49H75NO5_8.91_3097	81769218.62938513	29835312.164520916	42246141.79813317	62253795.51231185	57694028.99999999	68793659.44843757	44599696.6474227	43722386.51352107	37310870.625157095	43896895.1508842	77525348.5167748	35900195.183109775	41687704.84448929	20915886.599790696	41914856.672414795	91662746.2665032	27934978.67477252	29883223.80150832	58947631.76588955	41689902.96780365	35044046.6431497	27965940.545626625	56350714.860639356	41385965.84918527	22607063.067729387	103065827.63848707	46449845.86421462	19392661.655599445	86106786.54249425	165239263.11549568	27698959.840934888	44284694.39957785	28471954.121039573	49686656.79526872	51867078.42918629	51037824.391727395	52591258.24322534	49173703.76992986	47957737.96688009	51037824.391727395	54145509.86358235	41914856.672414795	42080499.23527399	42246141.79813317	42706144.74066236	42246141.79813317	43896895.1508842	42246141.79813317	44248295.899153456	1142793106.2911806	1348544039.1588435	1684248204.927004	946642648.3780562	737605556.5489479	335704165.76816064	1684248204.927004	541455098.6358235
758.525__6.53_5610	46480969.0	56610514.65354577	32961413.054873914	44650774.26603015	48650451.38416289	106962432.09932967	36738242.31828642	79513213.27815075	38227596.87145693	47382033.87881256	37117424.03378991	35720618.2185698	52207066.123614304	38414855.947663434	39700237.83552341	75661617.72350158	74076364.549034	31886948.421151888	39759114.57313171	74488740.56315458	39745261.22310623	32561337.86017251	54364480.56794897	72228494.85123853	35901076.01646639	42319954.095514454	30430435.86157627	34592286.74408059	50559950.575757064	54114409.68617434	87835732.73138997	101156684.1843404	37465184.91833043	51928926.63080792	50830041.98276	51832906.609390296	57002882.927083574	45628935.02815835	55557832.36544571	51832906.609390296	51612060.56012978	44650774.26603015	43485364.180772305	44650774.26603015	47565710.192081444	39759114.57313171	47382033.87881256	44650774.26603015	44400461.54775722	1194365312.508582	1321581091.55176	1710485918.1098797	1026051892.6875043	684434025.4223753	388904826.55811995	1710485918.1098797	516120605.6012978
758.511__7.72_3401	213430105.38727292	19289068.158185612	24149642.837825067	20309589.649360567	26846311.99566718	257340172.11860883	47853294.073230825	134596291.71098942	23613210.268124912	305932221.75743157	18933797.951097235	46889261.30739668	63454850.217700996	35170351.282624565	27645531.938435122	27126973.735802937	1691875649.1242087	20863846.926994827	47961901.52013182	29424494.460093517	24570579.946643796	85312288.77968518	1176750583.9741738	33930389.0	18096022.07256688	62993604.49780677	27604925.372556407	101673977.28631592	1573600328.3512015	38880411.46424288	24873497.74213025	24639281.897791307	922272121.684264	88719455.16984852	90466981.92593154	218118320.56032005	113818171.70382223	343278499.1881174	692251864.0594774	218118320.56032005	515735710.95840466	27126973.735802937	27625228.655495763	35170351.282624565	37025381.373433724	27645531.938435122	305932221.75743157	35170351.282624565	235385138.7529409	2040547468.9065158	2352141530.07422	7197904578.4905615	2048727090.6688	5149177487.821761	4845763048.416342	7197904578.4905615	5157357109.584046
758.469_C36H69N3O12_7.91_2584	37124334.02856177	57589709.6486998	13974116.092609009	89580116.34370267	37252573.566900104	31494405.006153993	26609474.756375603	45693121.30048611	38707099.5	34844780.70936362	75754323.03352168	21517875.044402342	65223618.06449106	19505816.698949497	15579300.871760825	55372802.52730832	47921591.07393141	25700401.637326285	41931887.07355121	61113086.63051202	106775411.5838488	117189549.48825623	50008203.4230374	42833726.86732317	30057905.514315754	56898241.0915489	5044578.783248004	43966631.43646651	38634177.916898005	80330889.74718353	72696668.33965756	98312334.72088791	64992521.127061725	55247306.79109104	53239094.15439054	50007008.29237396	60777769.24157087	37082095.15333767	38002117.94774096	50007008.29237396	37954321.745324686	50008203.4230374	47850662.361761756	43966631.43646651	63052803.87878688	38707099.5	34844780.70936362	43966631.43646651	35984557.36896269	1270688056.1950939	1384216448.0141542	1650231273.6483407	1093999846.3482757	556231427.300065	266014825.6341867	1650231273.6483407	379543217.4532469
